1931,MAHANAGAR CO-OP BANK LTD
1932,THE RAMANATHAPURAM DISTRICT CENTRAL CO-OPERATIVE B
1933,UTTARAKHAND GRAMIN BANK
1936,DAKSHIN BIHAR GRAMIN BANK
1937,THE HASSAN DISTRICT CENTRAL CO-OPERATIVE BANK LTD
1938,Zila Sahkari Bank Ltd  Bulandshahr
1939,THE DISTRICT CO-OPERATIVE BANK LTD AGRA
1940,UJJIVAN SMALL FINANCE BANK LIMITED DHARMANAGAR
1941,Fingrowth Cooperative Bank Ltd
1942,NSDL Payments Bank Limited
1,AP MAHESH COOPERATIVE URBAN BANK LIMITED
2,ABHYUDAYA COOPERATIVE BANK LIMITED
3,ABHYUDAYA MAHILA URBAN COOPERATIVE BANK LIMITED
4,ABU DHABI COMMERCIAL BANK
5,ACE COOPERATIVE BANK LIMITED
6,ADARSH COOPERATIVE BANK LIMITED
8,AHMEDABAD MERCANTILE COOPERATIVE BANK
9,AIRTEL PAYMENTS BANK LIMITED
10,AKOLA JANATA COMMERCIAL COOPERATIVE BANK
11,ALAPUZHA DISTRICT COOPERATIVE BANK
15,ALLAHABAD UP GRAMIN BANK
16,ALMORA URBAN COOPERATIVE BANK LIMITED
18,ANDHRA BANK
19,CHAITANYA GODAVARI GRAMIN BANK
20,ANDHRA PRAGATHI GRAMIN BANK
21,APNA SAHAKARI BANK LIMITED
23,"ARIHANT URBAN COOPERATIVE BANK LIMITED, HDFC BANK"
25,ASSAM GRAMIN VIKASH BANK
26,AU SMALL FINANCE BANK LIMITED
27,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED
32,AXIS BANK
35,VAISHYA NAGARI SAHAKARI BANK LIMITED
37,VALMIKI URBAN COOPERATIVE BANK LIMITED
45,THE CITIZEN COOPERATIVE BANK LIMITED
54,SANMATI SAHAKARI BANK
55,SANGLI SAHAKARI BANK LIMITED
59,SAIBABA NAGARI SAHAKARI  BANK LIMITED
62,SHREE MURUGHARAJENDRA COOPERATIVE BANK LIMITED
63,THE SARDARGANJ MERCANTILE  COOPERATIVE BANK LIMITE
70,PALUS SAHAKARI BANK LIMITED
75,THE NAGALAND STATE COOPERATIVE BANK LIMITED
78,NANDED DISCTRICT CENTRAL COOPERATIVE BANK
82,THE MALAD SAHAKARI BANK LIMITED
95,THE KRANTHI COOPERATIVE URBAN BANK LIMITED
96,THE KAPURTHALA CENTRAL  COOPERATIVE BANK LIMITED
97,THE KORAPUT CENTRAL COOPERATIVE BANK LIMITED
99,KARNALA NAGARI SAHAKARI BANK
106,JILA SAHAKARI KENDRIYA BANK
107,JANATA SAHAKARI BANK LIMITED
108,DR JAIPRAKASH MUNDADA URBAN COOPERATIVE BANK
109,JAMMU AND KASHMIR GRAMEEN BANK
111,HANAMASAGAR URBAN COOPERATIVE BANK
114,GODHRA URBAN COOPERATIVE BANK LIMITED
118,THE GIRIDIH CENTRAL COOPERATIVE BANK LIMITED
125,DEENDAYAL NAGARI SAHAKARI BANK LIMITED
136,SARDAR BHILADWALA PARDI PEOPLE COOPERATIVE BANK
140,BOMBAY MERCANTILE COOPERATIVE BANK LIMITED
148,THE ASKA COOPERATIVE CENTRAL BANK LIMITED
157,ACBL ASHOKNAGAR COOPERATIVE BANK LIMITED
158,BELAGAVI SHREE BASAVESHWAR COOPERATIVE BANK
163,THE NAGAR SAHAKARI BANK LIMITED
166,THE TIRUVALLA EAST COOPERATIVE BANK
167,BNP PARIBAS BANK
168,BALAGERIA CENTRAL COOPERATIVE BANK LIMITED
169,BALLY COOPERATIVE BANK LIMITED
170,BALOTRA URBAN COOPERATIVE BANK LIMITED
173,BOLANGIR CENTRAL COOPERATIVE BANK LIMITED
174,BANDHAN BANK LIMITED
175,BANGIYA GRAMIN VIKASH BANK
177,BANK OF AMERICA
179,BANK OF BARODA
180,BANK OF CEYLON
181,BANK OF INDIA
184,BANK OF MAHARASHTRA
185,BANK OF TOKYO MITSUBISHI LIMITED
187,BAPUJI COOPERATIVE BANK LIMITED
189,BARCLAYS BANK
190,BARODA GUJARAT GRAMIN BANK
191,BARODA RAJASTHAN GRAMIN BANK
192,BARODA UTTAR PRADESH GRAMIN BANK
193,BASSEIN CATHOLIC COOPERATIVE BANK LIMITED
195,BHARAT COOPERATIVE BANK MUMBAI LIMITED
199,CANARA BANK
200,CAPITAL SMALL FINANCE BANK LIMITED
201,CATHOLIC SYRIAN BANK LIMITED
202,"JILA SAHAKARI KENDRIYA BANK "
204,BHOPAL  COOPERATIVE CENTRAL BANK LIMITED
205,"M.P. RAJYA SAHAKARI BANK "
207,CENTRAL BANK OF INDIA
208,CENTRAL COOPERATIVE BANK LIMITED
210,CHHATTISGARH GRAMIN BANK
212,CITI BANK
213,CITIZEN COOPERATIVE BANK LIMITED
214,CITIZEN CREDIT COOPERATIVE BANK LIMITED
215,CITIZENS COOPERATIVE BANK LIMITED
217,CITY UNION BANK LIMITED
219,COMMONWEALTH BANK OF AUSTRALIA
221,CORPORATION BANK
222,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK CALYON BANK
224,CUTTACK CENTRAL COOPERATIVE BANK
227,DCB BANK LIMITED
229,DEOGIRI NAGARI SAHAKARI BANK LIMITED
232,DEUSTCHE BANK
233,DEVELOPMENT BANK OF SINGAPORE
235,DHANALAKSHMI BANK
236,DISTRICT COOPERATIVE BANK
237,DOHA BANK
238,DOMBIVLI NAGARI SAHAKARI BANK LIMITED
239,DUMKA CENTRAL COOPERATIVE  BANK LIMITED
241,EQUITAS SMALL FINANCE BANK LIMITED
242,ESAF SMALL FINANCE BANK LIMITED
243,ETAH DISTRICT COOPERATIVE BANK LIMITED
244,ETAH URBAN COOPERATIVE BANK LIMITED
245,ETAWAH DISTRICT COOPERATIVE BANK LIMITED
246,EXPORT IMPORT BANK OF INDIA
249,THE FEDERAL BANK LIMITED
251,"THE FEDERAL BANK LIMITED, AUCB BR ALENGAD"
252,"THE FEDERAL BANK LIMITED, AUCB BR CHUNANGAMVELI"
258,BHUJ MERCHANTILE BANK
259,FEDERAL BANK
260,FINCARE SMALL FINANCE BANK LIMITED
261,FINO PAYMENTS BANK LIMITED
263,FIRSTRAND BANK LIMITED
264,GOPINATH PATIL PARSIK BANK
267,GURGAON GRAMIN BANK
269,HAMIRPUR DISTRICT COOPERATIVE BANK LIMITED
278,THE WASHIM URBAN COOPERATIVE BANK LIMITED
279,WARDHMAN URBAN COOPERATIVE BANK LIMITED
282,V.V.C.C BANK LIMITED
294,THE VERAVAL MERCANTILE COOPERATIVE BANK LIMITED
296,VASAI JANATA SAHAKARI BANK LIMITED
297,VIKAS SOUHARDA COOPERATIVE BANK LIMITED
298,VISHWAS COOPERATIVE BANK LIMITED
300,SHRI VEERSHAIV COOPERATIVE BANK LIMITED
306,UDYAM VIKAS SAHAKARI BANK LIMITED
309,HDFC BANK
314,TIRUPATI URBAN COOPERATIVE BANK LIMITED
315,TEXTILE TRADERS COOPERATIVE BANK LIMITED
316,THE SANGAMNER MERCH COOPERATIVE BANK LIMITED
317,RAIPUR URBAN MERCANTILE CO BANK LIMITED
318,THE TRICHUR URBAN CO OPERA BANK LIMITED
320,THE NARODA NAGRIK COOPERATIVE BANK LIMITED
321,THE MALKAPUR URB COOPERATIVE BANK LIMITED
331,THE GANDHINAGAR URBAN COOPERATIVE BANK LIMITED
333,THE GAYATRI COOPERATIVE URBAN BANK LIMITED
335,THE COMMERCIAL COOPERATIVE BANK LIMITED
338,BANASKANTHA MERCANTILE COOPERATIVE BANK LIMITED
339,THE BHAGYODAYA COOPERATIVE BANK LIMITED
341,SHREE WARANA SAHAKARI BANK LIMITED
346,SUVARNAYUG SAHAKARI BANK LIMITED
347,SUDHA COOPERATIVE URBAN BANK LIMITED
348,SUCO SOUHARDA SAHAKARI BANK LIMITED
353,STERLING URBAN COOPERATIVE BANK LIMITED
356,SHUSHRUTI SOUAHRDA SAHAKRA BANK
374,SONBHADRA NAGAR SAHAKARI BANK LIMITED
377,SURAT NATIONAL COOPERATIVE BANK LIMITED
381,SMRITI NAGRIK SAHAKARI BANK LIMITED
388,SINDHUDURG DIST CENT COOPERATIVE BANK LIMITED
389,SOLAPUR SIDDHESHWAR SAHAKARI BANK LIMITED
391,SHARAD SAHAKARI BANK LIMITED
402,SONALI BANK LIMITED
403,SADHANA SAHAKARI BANK LIMITED
406,SHIVAJIRAO BHOSALE SAHAKARI BANK LIMITED
409,SHRI ADINATH COOPERATIVE BANK LIMITED
410,SUMERPUR MERC. URBAN COOPERATIVE BANK LIMITED
411,RAJARSHI SHAHU SAHAKARI BANK LIMITED
423,THE RANUJ NAGRIK SAHAKARI BANK LIMITED
424,QATAR NATIONAL BANK
425,ABHINANDAN URBAN COOPERATIVE BANK LIMITED
427,"PEOPLES URBAN COOPERATIVE BANK LIMITED "
436,POORNAWADI NAGRIK SAHAKARI BANK LIMITED
441,"ADAR P.D.PATIL SAHAKARI BANK LIMITED "
442,"PUNE DISTRICT CENTRAL COOPERATIVE BANK LIMITED "
443,THE POCHAMPALLY COOPERATIVE URBAN BANK LIMITED
444,PUNE CANTONMENT SAHAKARI BANK LIMITED
447,"PARSHWANATH COOPERATIVE BANK LIMITED "
452,THE NANDURA URBAN COOPERATIVE BANK LIMITED
453,"THE NEW URBAN COOPERATIVE BANK LIMITED "
464,NAVSARJAN INDUSTRIAL COOPERATIVE BANK LIMITED
471,NIRMAL URBAN COOPERATIVE BANK LIMITED
473,THE MUSLIM COOPERATIVE BANK LIMITED
478,MALVIYA URBAN COOPERATIVE BANK LIMITED
485,THE MADANAPALLE COOPERATIVE TOWN BANK LIMITED
487,MODEL COOPERATIVE BANK LIMITED
492,MAHAVEER COOPERATIVE URBAN BANK LIMITED
495,THE AHMEDNAGAR MER COOPERATIVE BANK LIMITED
496,MAHESH SAHAKARI BANK LIMITED
499,MANORAMA COOPERATIVE.BANK LIMITED
501,MALAD SAHAKARI BANK LIMITED
502,ANNASAHEB CHOUGULE COOPERATIVE URBAN BANK
504,LONAVALA SAHAKARI BANK LIMITED
513,THE KOLHAPUR URBAN COOPERATIVE BANK LIMITED
518,KHAMGAON URBAN COOPERATIVE BANK LIMITED
527,KOTA NAGRIK SAHAKARI BANK LIMITED
529,KOLHAPUR MAHILA SAHAKARI BANK LIMITED
533,KASHMIR MERCANTILE COOPERATIVE BANK LIMITED
544,JODHPUR NAGRIK SAHAKARI BANK LIMITED
545,"JIJAMATA MAHILA SAHAKARI BANK LIMITED "
547,"JALNA MERCHANTS COOPERATIVE BANK LIMITED "
548,THE JUNAGADH COMM COOPERATIVE BANK LIMITED
550,"JANATA COOPERATIVE BANK LIMITED, MALEGAON"
552,JALORE NAGRIK SAHAKARI BANK LIMITED
553,INTEGRAL URBAN COOPERATIVE BANK LIMITED
554,IRINJALAKUDA TOWN COOPERATIVE BANK LIMITED
556,INDIRA  MAHILA  SAHAKARI BANK LIMITED
558,INDRAYANI COOPERATIVE  BANK LIMITED
564,THE HASTI COOPERATIVE BANK LIMITED
571,GANDHINAGAR NAG. COOPERATIVE BANK LIMITED
577,THE EENADU COOPERATIVE URBAN BANK LIMITED
579,DARUSSALAM COOPERATIVE URBAN BANK LIMITED
580,THE DAHOD URBAN COOPERATIVE BANK LIMITED
584,DEENDAYAL N S BANK LIMITED
587,THE DHANERA MERCANTILE COOPERATIVE BANK LIMITED
595,CHITTORGARH URBAN COOPERATIVE BANK LIMITED
596,THE CHIKHLI URBAN COOPERATIVE BANK LIMITED
603,THE BICHOLIUM URBAN COOPERATIVE BANK LIMITED
607,THE BARAMATI SAHAKARI BANK LIMITED
608,"BHIND NAGRIK SAHAKARI BANK "
612,BHAGINI NIVEDITA SAHAKARI BANK LIMITED
618,THE BHAGYALAKSHMI MAHILA SAHAKARI BANK
622,BHILWARA URBAN COOPERATIVE BANK LIMITED
623,BHAGYODAYA FRIENDS UR COOPERATIVE BANK LIMITED
626,THE BURDWAN CENTRAL COOPERATIVE BANK LIMITED
635,AMBAJOGAI PEOPLES COOPERATIVE BANK LIMITED
637,ANDAMAN & NICOBAR STATE COOPERATIVE BANK LIMITED
648,THE ASSAM COOPERATIVE APEX BANK LIMITED
649,A B BANK LIMITED
650,AKHAND ANAND COOPERATIVE BANK LIMITED
653,HIMACHAL PRADESH STATE COOPERATIVE BANK LIMITED
654,HSBC BANK
656,ICICI BANK LIMITED
657,ZILA SAHAKARI BANK LIMITED
664,UDAIPUR MAHILA URBAN COOPERATIVE BANK LIMITED
665,THE URBAN COOPERATIVE BANK LIMITED
671,THE MAYANI URBAN COOPERATIVE BANK LIMITED
674,"TEHRI GARHWAL ZILA SAHAKARI BANK LIMITED, ICICI BA"
677,THE DEOLA MERCHANTS COOPERATIVE BANK LIMITED
679,THE ANAND MERCANTILE COOPERATIVE BANK
684,THE SSK COOPERATIVE BANK LIMITED
685,SANMATI SAHAKARI BANK LIMITED
687,SHRIMANT MALOJIRAJE SAHAKARI BANK LIMITED
688,SAMARTH SAHAKARI BANK LIMITED
693,URBAN COOPERATIVE BANK LIMITED
694,THE SEVALIA URBAN COOPERATIVE BANK LIMITED
695,"SHRI BASAVESHWAR SAHAKARI BANK "
696,SAMATA SAHAKARI BANK LIMITED
698,RAJAPUR URBAN COOPERATIVE BANK LIMITED
699,RAMPUR ZILA SAHAKARI BANK LIMITED
701,THE PANDHARPUR  MERCHANTS COOPERATIVE BANK LIMITED
705,NIDHI COOPERATIVE BANK LIMITED
707,NORTH EAST SMALL FINANCE BANK LIMITED
709,MATHURA ZILLA SAHAKARI BANK LIMITED
715,THE MANJERI COOPERATIVE URBAN BANK LIMITED
719,LAKHIMPUR URBAN COOPERATIVE BANK LIMITED
720,KANPUR ZILLA SAHAKARI BANK LIMITED
721,THE KURLA NAGARIK SAHAKARI BANK LIMITED
722,THE KHEDA PEOPLES COOPERATIVE BANK LIMITED
724,KHALILABAD NAGAR SAHAKARI BANK LIMITED ICICI BANK
725,"DISTRICT COOPERATIVE BANK LIMITED "
726,THE KAIRA DISTRICT CENTRAL COOPERATIVE BANK LIMITE
727,JAYSINGPUR UDGAON SAHAKARI BANK LIMITED
729,JANTA SAHAKARI BANK LIMITED
736,HUTATMA SAHAKARI BANK LIMITED
743,DATTATRAYA MAHARAJ KALAMBE JAOLI SAHAKARI BANK LIM
744,CHAMOLI ZILA SAHAKARI BANK LIMITED
754,ASHOK SAHAKARI BANK LIMITED
756,SHRI ARIHANT COOPERATIVE BANK LIMITED
757,"AMAN SAHAKARI BANK LIMITED "
758,AMBARNATH JAI HIND COOPERATIVE BANK LIMITED
759,THE AHMEDNAGAR DIST CEN COOPERATIVE BANK LIMITED
761,IDBI BANK
764,"SRI GURU RAGHAVENDRA SAHAKARA BANK "
766,PITHORAGARH JILA SAHAKARI BANK
770,THE SITAMARHI CENTRAL COOPERATIVE BANK
772,"TEHRI GARHWAL ZILA SAHAKARI BANK, IDBI BANK"
773,AMRELI NAGRIK SAHAKARI BANK LIMITED
778,THE BHANDARA DISTRICT CENTRAL COOPERATIVE BANK LIM
783,"PUNE PEOPLES COOPERATIVE BANK LIMITED "
785,"IDBI BANK LIMITED,MHAISAL"
786,JALNA DIST CENTRAL COOPERATIVE BANK LIMITED
790,THE LATUR URBAN COOPERATIVE BANK LIMITED
792,THE SANGLI DISTRICT CENTRAL COOPERATIVE BANK LIMIT
806,SHRI PANCHGANGA NAGARI SAHAKARI BANK LIMITED
809,KOLHAPUR DISTRICT CENTRAL COOPERATIVE BANK LIMITED
811,SAMPADA SAHAKARI BANK LIMITED
812,THE NASHIK JILHA MAHILA SAHAKARI BANK LIMITED
814,MOGAVEERA COOPERATIVE BANK
815,THE JAIN SAHAKARI BANK LIMITED
817,SARVODAYA COOPERATIVE BANK
820,MAGADH CENTRAL COOPERATIVE BANK LIMITED
828,"ALIBAG COOPERATIVE URBAN BANK LIMITED "
829,MUZAFFARPUR CENTRAL COOPERATIVE BANK
832,HIMATNAGAR NAGARIK SAHAKARI BANK
836,RAJKOT PEOPLES COOPERATIVE BANK LIMITED
847,"THE MERCHANTS SOUHARDA SAHAKARA BANK "
851,AURANGABAD DIST CENTRAL COOPERATIVE BANK
856,RENDAL SAHAKARI BANK LIMITED
857,RAJARAMBAPU SAHAKARI BANK LIMITED
860,"JAWAHAR SAHAKARI BANK LIMITED "
861,"HUTATMA SHAHKARI BANK LIMITED "
862,DAPOLI URBAN COOPERATIVE BANK LIMITED
863,THE AJARA URBAN COOPERATIVE BANK LIMITED
872,THE KHAGARIA DISTRICTCENTRAL COOPERATIVE BANK LIMI
876,THE ROHIKA CENTRAL COOPERATIVE BANK
878,THE BELLARY DISTRICT COOPERATIVE BANK LIMITED
880,"SHREE BASAVESHWAR COOPERATIVE BANK "
881,MARATHA COOPERATIVE BANK LIMITED
886,"BELLAD BAGEWADI URBAN SOUHARD SAHAKARI BANK "
893,"PIMPRI CHINCHWAD SAHAKARI BANK "
894,PAVANA SAHAKARI BANK LIMITED
899,THE SIRSI URBAN SAHAKARI BANK LIMITED
903,SHREE BASAVESHWAR URBAN COOPERATIVE BANK LIMITED
906,THE GANDEVI PEOPLES COOPERATIVE BANK LIMITED
908,KHORDHA CENTRAL COOPERATIVE BANK
909,THE YAVATMAL URBAN COOPERATIVE BANK LIMITED
910,SAMRUDDHI COOPERATIVE BANK LIMITED
912,THE VISAKHAPATNAM COOPERATIVE BANK LIMITED
913,THE MAHARAJA COOPERATIVE URBAN BANK LIMITED
916,IDFC BANK LIMITED
917,IDUKKI DISTRICT COOPERATIVE BANK LIMITED
919,ILKAL COOPERATIVE BANK LIMITED
921,INDIAN BANK
922,ODISHA GRAMEEN BANK
923,IOB PANDYAN GRAMA BANK
924,INDIAN OVERSEAS BANK
925,THE UTTARSANDA PEOPLES COOPERATIVE BANK
927,INDUSIND BANK
929,SREENIDHI SOUH BANK
930,"SREENIDHI SOUH SAHAK BANK "
934,"SREE CHARAN BANK "
936,"THE SAMMCO BANK LIMITED "
940,"DOHA BANK "
942,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED
943,INDUSTRIAL BANK OF KOREA
946,JALGAON JANATA SAHAKARI BANK LIMITED
947,JAMIA COOPERATIVE BANK LIMITED
948,JAMMU AND KASHMIR BANK LIMITED
949,JAMPETA COOPERATIVE URBAN BANK LIMITED
950,JANAKALYAN SAHAKARI BANK LIMITED
951,JANASEVA SAHAKARI BANK BORIVLI LIMITED
952,JANASEVA SAHAKARI BANK LIMITED
955,JIVAN COMMERCIAL COOPERATIVE BANK LIMITED
956,JP MORGAN BANK
957,KALLAPPANNA AWADE ICHALKARANJI JANATA SAHAKARI BAN
959,KALUPUR COMMERCIAL COOPERATIVE BANK
961,KALYAN JANATA SAHAKARI BANK
966,KARNATAKA BANK LIMITED
967,KARNATAKA VIKAS GRAMIN BANK
968,KARUR VYSYA BANK
969,KEB Hana Bank
970,KEONJHAR CENTRAL COOOPERATIVE BANK
971,KERALA GRAMIN BANK
984,"THE NATIONAL COOPERATIVE BANK LIMITED "
985,"THE KARNAVATI COOPERATIVE BANK LIMITED "
989,KOTAK MAHINDRA BANK LIMITED
993,"SHREE MAHAVIR SAHAKARI BANK LIMITED "
994,"THE SHIRPUR PEOPLES COOPERATIVE BANK LIMITED "
1001,"PRIYADARSHANI NAGARI SAHAKARI BANK "
1009,"THE MODASA NAGARIK SAHAKARI BANK LIMITED "
1010,"KOKAN MERCANTILE COOPERATIVE BANK LIMITED "
1025,"ADARSH MAHILA NAGARI SAHAKARI BANK "
1026,KOTTAYAM COOPERATIVE URBAN BANK LIMITED
1028,KOZHIKODE DISTRICT COOPERATIAVE BANK LIMITED
1031,LATUR DISTRICT CENTRAL COOPERATIVE BANK LIMITED
1032,LAXMI VILAS BANK
1037,LOKMANGAL COOPERATIVE BANK LIMITED
1038,M S COOPERATIVE BANK LIMITED
1040,MADHYA BHARAT GRAMIN BANK
1043,MAHANAGAR COOPERATIVE BANK
1044,MAHARASHTRA GRAMIN BANK
1045,MAHARASHTRA STATE COOPERATIVE BANK
1049,MALWA GRAMIN BANK
1051,KANKARIA MANINAGAR COOPERATIVE BANK LIMITED
1052,MANJERI COOPERATIVE URBAN BANK LIMITED
1053,MANSING COOPERATIVE BANK LIMITED
1054,MASHREQ BANK
1057,MIZORAM COOPERATIVE APEX BANK LIMITED
1058,MIZUHO BANK LIMITED
1061,MUDGAL URBAN COOPERATIVE BANK LIMITED
1065,NAGAR URBAN COOPERATIVE BANK
1067,NAGPUR NAGARIK SAHAKARI BANK LIMITED
1068,NALANDA CENTRAL COOPERATIVE BANK LIMITED
1071,NATIONAL URBAN COOPERATIVE  BANK LIMITED
1073,NEW INDIA COOPERATIVE BANK LIMITED
1075,NKGSB COOPERATIVE BANK LIMITED
1076,NOBLE COOPERATIVE BANK LIMITED
1077,NORTH MALABAR GRAMIN BANK
1078,NUTAN NAGARIK SAHAKARI BANK LIMITED
1081,PALI URBAN COOPERATIVE BANK LIMITED
1082,PASCHIM BANGA GRAMIN BANK
1084,PATLIPUTRA CENTRAL COOPERATIVE BANK LIMITED
1085,PAYTM PAYMENTS BANK LIMITED
1092,PRAGATHI KRISHNA GRAMIN BANK
1093,PRATHAMA BANK
1094,PRERANA COOPERATIVE BANK LIMITED
1095,PRIME COOPERATIVE BANK LIMITED
1096,PT BANK MAYBANK INDONESIA TBK
1098,PUNJAB AND MAHARSHTRA COOPERATIVE BANK
1099,PUNJAB AND SIND BANK
1100,PUNJAB NATIONAL BANK
1102,PURVANCHAL GRAMIN BANK
1103,RABOBANK INTERNATIONAL
1104,RAE BARELI DISTRICT COOPERATIVE BANK LIMITED
1109,RAJASTHAN MARUDHARA GRAMIN BANK
1110,RAJGURUNAGAR SAHAKARI BANK LIMITED
1111,RAJKOT NAGRIK SAHAKARI BANK LIMITED
1114,RATNAGIRI DISTRICT CENTRAL COOPERATIVE BANK LIMIT
1115,RBL BANK LIMITED
1116,RESERVE BANK OF INDIA
1117,SAHEBRAO DESHMUKH COOPERATIVE BANK LIMITED
1120,SANGOLA URBAN COOPERATIVE BANK LIMITED
1121,SARASWAT COOPERATIVE BANK LIMITED
1123,SUNDARLAL SAWJI URBAN COOPERATIVE BANK LIMITED
1124,SAMATA SAHAKARI BANK
1125,NATIONAL COOPERATIVE BANK LIMITED
1126,"MAHESH SAHAKARI BANK "
1128,"KURLA N S BANK "
1131,CHEMBUR NAGARIK SAHAKARI BANK
1132,"BHADRADRI COOPERATIVE URBAN BANK LIMITED "
1136,SATLUJ GRAMIN BANK BATHINDA
1137,SAURASHTRA GRAMIN BANK
1139,SBER BANK
1142,SHAHJAHANPUR DISTRICT CENTRAL COOPERATIVE BANK LIM
1144,SHINHAN BANK
1145,SHIVALIK MERCANTILE COOPERATIVE BANK LIMITED
1147,SHREE DHARTI COOPERATIVE BANK LIMITED
1151,SHRI CHHATRAPATI RAJASHRI SHAHU URBAN COOPERATIVE
1153,SHRI MAHALAXMI COOPERATIVE BANK LIMITED
1161,SOCIETE GENERALE BANK LIMITED
1162,SOLAPUR JANATA SAHAKARI BANK LIMITED
1163,SOUTH INDIAN BANK
1170,SRI GOKARNATH COOPERATIVE BANK LIMITED
1174,SRI SUDHA COOPERATIVE BANK LIMITED
1176,STANDARD CHARTERED BANK
1177,STATE BANK OF INDIA
1178,STATE BANK OF MAURITIUS LIMITED
1180,SURYODAY SMALL FINANCE BANK LIMITED
1181,SUTEX COOPERATIVE BANK LIMITED
1184,TAMILNAD MERCANTILE BANK LIMITED
1185,TAMLUK GHATAL CENTRAL COOPERATIVE BANK LIMITED
1188,TELANGANA STATE COOPERATIVE BANK APEX BANK
1190,TELANGANA GRAMEEN BANK
1194,THE ADARSH COOPERATIVE URBAN BANK LIMITED
1198,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
1203,THE AMRITSAR CENTRAL COOPERATIVE BANK LIMITED
1205,THE ANDHRA PRADESH STATE COOPERATIVE BANK LIMITED
1212,THE BANK OF NOVA SCOTIA
1214,THE BARODA CITY COOPERATIVE BANK LIMITED
1217,THE BEGUSARAI DISTRICT CENTRAL COOPERATIVE BANK
1219,THE BERHAMPORE COOPERATIVE CENTRAL BANK LIMITED
1220,THE BHAGALPUR CENTRAL COOPERATIVE BANK
1222,THE BHARAT COOPERATIVE BANK LIMITED
1223,THE BHATKAL URBAN COOPERATIVE BANK LIMITED
1224,THE BHAWANIPATNA CENTRAL COOPERATIVE BANK LIMITED
1225,THE BHIWANI CENTRAL COOPERATIVE  BANK LIMITED
1231,THE CHANDIGARH STATE COOPERATIVE BANK LIMITED
1238,"THE COOPERATIVE BANK OF MEHSANA LIMITED "
1240,THE COSMOS COOPERATIVE BANK LIMITED
1241,THE CUDDALORE DISTRICT CENTRAL COOPERATIVE BANK LIMITED
1242,THE DECCAN MERCHANTS COOPERATIVE BANK LIMITED
1243,THE DELHI STATE COOPERATIVE BANK LIMITED
1244,THE DEOLA MERCHANT S COOPERATIVE BANK LIMITED
1247,THE DHARMAPURI DISTRICT CENTRAL COOPERATIVE BANK LIMITED
1252,THE DISTRICT COOPERATIVE BANK LIMITED
1255,THE ERODE DISTRICT CENTRAL COOPERATIVE BANK LIMITE
1266,THE GANDHIDHAM COOPERATIVE BANK LIMITED
1269,THE GODHRA CITY COOPERATIVE BANK LIMITED
1270,THE GODHRA URBAN COOPERATIVE BANK LIMITED
1272,THE GOPALGANJ CENTRAL GOPALGANJ COOPERATIVE BANK L
1273,THE GREATER BOMBAY COOPERATIVE BANK LIMITED
1274,VALSAD DISRICT CENTRAL COOPERATIVE BANK LIMITED
1281,UNJHA NAGARIK SAHAKARI BANK LIMITED
1283,THE VIJAPUR NAGARIK SAHAKARI BANK LIMITED
1284,THE SARVODAYA NAGRIK SAHAKARI BANK LIMITED
